Date,Open,High,Low,Close
2002-08-02,2960.48,2992.19,2933.39,2985.01
2002-08-01,2998.46,3018.52,2965.97,2975.81
2002-07-31,2981.05,2998.34,2932.35,2987.65
2002-07-30,3043.23,3080.7,2983.1,2990.91
2002-07-29,3039.56,3039.56,2955.1,3030.06
2002-07-26,3079.33,3084.34,3011.89,3024.35
2002-07-25,3149.18,3169.96,3091.33,3094.96
2002-07-24,3163.45,3167.6,3105.2,3107.48
2002-07-23,3142.48,3179.08,3135.39,3176.93
2002-07-22,3212.83,3212.83,3147.37,3153.34
2002-07-19,3239.66,3250.59,3227.27,3230.27
2002-07-18,3224.23,3253.4,3215.33,3245.74
2002-07-17,3232.39,3236.68,3192.67,3216.07
2002-07-16,3279.5,3286.94,3224.35,3229.18
2002-07-15,3302.64,3305.85,3258.72,3278.71
2002-07-12,3296.3,3318.33,3293.66,3305.83
2002-07-11,3332.15,3332.15,3287.91,3290.56
2002-07-10,3359.47,3366.74,3328.2,3332.36
2002-07-09,3356.85,3361.92,3343.1,3358.58
2002-07-08,3336.14,3366.72,3332.12,3357.66
2002-07-05,3322.14,3334.87,3309.61,3330.61
2002-07-04,3322.31,3337.69,3313.74,3316.77
2002-07-03,3283.03,3314.23,3279.83,3310.19
2002-07-02,3276.21,3296.87,3274.03,3285.04
2002-07-01,3246.44,3293.21,3246.44,3288.71
2002-06-28,3231.24,3252.65,3222.09,3244.7
2002-06-27,3199.03,3221.6,3189.96,3217.15
2002-06-26,3200.79,3206.87,3176.05,3180.89
2002-06-25,3226.21,3244.33,3193.68,3214.34
2002-06-24,3238.37,3238.37,3210.95,3231.62
2002-06-21,3268.1,3268.1,3232.66,3242.75
2002-06-20,3223.47,3276.06,3223.47,3264.02
2002-06-19,3284.32,3306.11,3222.23,3242.26
2002-06-18,3337.32,3361.73,3282.32,3284.54
2002-06-17,3350.03,3350.44,3318.7,3323.5
2002-06-14,3312.05,3321.92,3295.64,3312.07
2002-06-13,3358.97,3369.63,3307.16,3311.16
2002-06-12,3359.27,3377.88,3337.39,3344.41
2002-06-11,3339.96,3368.56,3323.37,3362.42
2002-06-10,3231.09,3283.25,3231.09,3279.49
2002-06-07,3246.97,3246.97,3205.51,3217.76
2002-06-06,3277.35,3282.35,3229.38,3259.31
2002-06-05,3200.71,3269.24,3200.71,3255.52
2002-06-04,3161.43,3195.56,3161.43,3191.6
2002-06-03,3162.27,3185.57,3148.57,3161.09
2002-05-31,3136.41,3140.03,3097.73,3125.73
2002-05-30,3161.9,3192.5,3131.63,3135.89
2002-05-29,3155.67,3179.85,3108.0,3160.24
2002-05-28,3231.82,3231.82,3140.38,3146.83
2002-05-27,3264.19,3264.19,3200.94,3243.41
2002-05-24,3153.03,3261.9,3153.03,3255.62
2002-05-23,3193.64,3193.64,3106.56,3114.05
2002-05-22,3187.54,3198.81,3144.18,3175.49
2002-05-21,3266.16,3266.16,3127.87,3186.53
2002-05-20,3343.66,3361.77,3274.62,3282.81
2002-05-17,3357.29,3373.4,3310.86,3333.76
2002-05-16,3399.14,3405.29,3342.34,3355.61
2002-05-15,3422.07,3435.68,3382.11,3395.59
2002-05-14,3450.58,3458.58,3412.0,3420.33
2002-05-13,3436.87,3446.51,3429.88,3442.49
2002-05-10,3454.85,3456.78,3414.37,3431.32
2002-05-09,3458.31,3478.02,3448.37,3462.01
2002-05-08,3434.24,3453.73,3432.54,3435.06
2002-05-07,3378.22,3425.5,3372.24,3423.75
2002-05-06,3386.01,3394.89,3375.7,3384.35
2002-05-03,3372.75,3385.22,3364.85,3380.61
2002-05-02,3361.33,3383.93,3357.76,3372.56
2002-04-30,3303.1,3340.36,3303.1,3338.16
2002-04-29,3372.94,3372.94,3296.88,3301.21
2002-04-26,3364.18,3383.71,3362.83,3371.7
2002-04-25,3420.62,3421.88,3350.94,3359.64
2002-04-24,3408.84,3420.97,3401.55,3411.92
2002-04-23,3387.7,3412.16,3383.11,3403.82
2002-04-22,3364.18,3396.52,3332.74,3390.25
2002-04-19,3420.04,3430.37,3359.24,3364.4
2002-04-18,3425.71,3439.47,3408.04,3420.94
2002-04-17,3444.09,3458.79,3412.71,3421.82
2002-04-16,3459.08,3459.08,3411.73,3413.72
2002-04-15,3514.01,3533.02,3454.98,3461.51
2002-04-12,3496.39,3521.42,3488.62,3510.9
2002-04-11,3482.44,3512.28,3482.44,3497.67
2002-04-10,3465.39,3494.19,3460.03,3479.59
2002-04-09,3482.51,3491.6,3447.78,3463.33
2002-04-08,3502.09,3521.41,3478.93,3480.17
2002-04-05,3516.43,3538.49,3499.06,3500.57
2002-04-04,3463.29,3529.02,3463.29,3512.55
2002-04-03,3500.76,3500.76,3458.85,3462.99
2002-04-02,3505.4,3537.29,3490.87,3505.79
2002-04-01,3482.94,3519.32,3482.94,3500.18
2002-03-28,3464.32,3499.53,3462.12,3469.35
2002-03-27,3472.96,3503.8,3454.27,3459.08
2002-03-26,3517.36,3566.08,3461.09,3466.29
2002-03-22,3555.38,3555.38,3506.55,3516.11
2002-03-21,3580.23,3582.55,3530.01,3536.26
2002-03-20,3576.23,3587.2,3556.74,3581.32
2002-03-19,3618.39,3629.48,3554.65,3560.32
2002-03-18,3633.37,3663.4,3603.98,3613.28
2002-03-15,3593.56,3626.33,3590.34,3617.68
2002-03-14,3573.98,3590.43,3562.17,3580.83
2002-03-13,3531.48,3601.82,3531.02,3569.62
2002-03-12,3603.16,3603.16,3522.91,3535.8
2002-03-11,3675.26,3675.26,3594.6,3603.97
2002-03-08,3692.61,3703.79,3645.9,3656.77
2002-03-07,3621.07,3691.93,3621.07,3690.27
2002-03-06,3647.09,3656.87,3585.83,3614.44
2002-03-05,3655.08,3692.53,3634.26,3641.1
2002-03-04,3734.04,3758.27,3635.38,3642.58
2002-03-01,3551.56,3693.92,3551.56,3678.75
2002-02-28,3711.1,3731.28,3537.19,3562.31
2002-02-27,3721.44,3758.11,3677.62,3705.66
2002-02-26,3631.55,3726.76,3631.55,3712.74
2002-02-25,3610.21,3618.3,3580.89,3613.51
2002-02-22,3565.64,3605.59,3558.09,3604.08
2002-02-21,3569.95,3590.99,3558.82,3570.46
2002-02-20,3572.96,3583.17,3542.06,3558.21
2002-02-19,3641.78,3652.76,3588.93,3597.61
2002-02-18,3611.32,3651.02,3586.78,3633.93
2002-02-15,3560.98,3612.83,3560.98,3602.02
2002-02-14,3544.32,3564.35,3536.35,3557.06
2002-02-13,3504.89,3535.57,3504.89,3519.87
2002-02-12,3523.3,3554.73,3480.1,3497.68
2002-02-11,3500.41,3551.95,3500.41,3515.45
2002-02-08,3444.89,3514.75,3444.87,3493.92
2002-02-07,3439.62,3495.83,3423.31,3436.94
2002-02-06,3329.23,3433.02,3329.23,3427.39
2002-02-05,3316.42,3322.43,3290.0,3311.73
2002-02-04,3336.17,3353.29,3312.55,3317.01
2002-02-01,3334.69,3356.05,3325.98,3333.92
2002-01-31,3305.91,3339.98,3303.01,3311.03
2002-01-30,3302.73,3309.98,3275.58,3298.79
2002-01-29,3317.61,3332.56,3304.12,3313.28
2002-01-28,3338.37,3363.17,3312.74,3317.64
2002-01-25,3358.2,3366.0,3326.02,3332.3
2002-01-24,3380.75,3399.09,3352.84,3357.79
2002-01-23,3368.91,3397.76,3365.53,3373.07
2002-01-22,3383.0,3402.92,3365.01,3368.28
2002-01-21,3370.5,3396.92,3369.73,3382.29
2002-01-18,3408.28,3439.83,3366.14,3377.05
2002-01-17,3348.8,3420.24,3309.97,3401.15
2002-01-16,3357.17,3393.34,3331.4,3348.8
2002-01-15,3405.9,3413.02,3340.01,3352.52
2002-01-14,3373.69,3446.92,3373.69,3407.84
2002-01-11,3381.41,3401.8,3298.85,3362.88
2002-01-10,3396.09,3413.25,3371.91,3381.96
2002-01-09,3440.44,3466.73,3392.61,3400.89
2002-01-08,3407.57,3454.5,3397.16,3437.78
2002-01-07,3377.13,3438.86,3377.13,3401.8
2002-01-04,3323.55,3393.66,3323.55,3375.74
2002-01-03,3282.68,3309.38,3272.21,3308.02
2002-01-02,3243.84,3280.43,3243.32,3269.16
2002-01-01,3262.01,3299.98,3236.76,3246.15
2001-12-31,3186.82,3270.68,3186.82,3262.33
2001-12-28,3132.27,3186.33,3100.57,3184.44
2001-12-27,3172.27,3193.39,3126.65,3131.78
2001-12-26,3227.8,3262.92,3170.23,3175.86
2001-12-24,3227.3,3244.24,3181.57,3232.97
2001-12-21,3268.99,3268.99,3218.93,3235.49
2001-12-20,3257.24,3281.12,3231.3,3271.64
2001-12-19,3340.65,3350.73,3257.45,3262.67
2001-12-18,3362.67,3384.66,3301.36,3335.88
2001-12-14,3388.87,3388.87,3336.18,3353.6
2001-12-13,3412.59,3440.52,3308.86,3388.59
2001-12-12,3436.34,3462.97,3404.37,3412.15
2001-12-11,3440.38,3467.08,3416.56,3419.13
2001-12-10,3445.22,3468.19,3434.04,3442.89
2001-12-07,3433.82,3468.28,3426.06,3436.37
2001-12-06,3440.56,3500.2,3414.43,3431.57
2001-12-05,3334.64,3416.03,3334.64,3409.64
2001-12-04,3276.65,3335.36,3276.65,3320.28
2001-12-03,3301.05,3311.83,3271.55,3275.47
2001-11-29,3284.32,3296.98,3270.27,3287.56
2001-11-28,3289.7,3322.52,3283.08,3294.12
2001-11-27,3360.93,3377.81,3278.69,3287.57
2001-11-26,3262.93,3335.95,3262.93,3322.77
2001-11-23,3263.06,3301.34,3245.58,3252.2
2001-11-22,3246.48,3305.84,3246.48,3258.13
2001-11-21,3233.61,3273.3,3223.32,3244.09
2001-11-20,3296.17,3326.76,3223.99,3231.66
2001-11-19,3211.26,3293.28,3205.46,3280.48
2001-11-15,3116.72,3195.52,3107.8,3180.23
2001-11-14,3079.88,3124.33,3079.88,3113.04
2001-11-13,3093.78,3101.58,3059.42,3077.19
2001-11-12,3084.42,3106.43,3081.15,3094.14
2001-11-09,3070.58,3092.01,3069.62,3079.67
2001-11-08,3020.39,3067.55,3017.41,3059.97
2001-11-07,3071.78,3109.26,3006.97,3013.94
2001-11-06,3038.02,3087.59,3038.02,3068.89
2001-11-05,3058.11,3070.66,3030.57,3037.01
2001-11-02,3059.52,3100.29,3040.84,3052.6
2001-11-01,3003.95,3062.77,3003.95,3049.8
2001-10-31,2958.39,2998.7,2942.49,2989.35
2001-10-30,2995.37,2995.37,2953.38,2957.45
2001-10-29,3028.71,3063.9,3004.03,3009.33
2001-10-25,3047.39,3066.04,3013.83,3022.16
2001-10-24,3057.0,3083.65,3026.63,3040.16
2001-10-23,3010.94,3065.48,3010.94,3061.91
2001-10-22,3025.03,3061.77,2993.89,3001.86
2001-10-19,3003.02,3025.89,3003.02,3016.84
2001-10-18,3023.29,3034.97,2967.68,2981.33
2001-10-17,2998.86,3050.07,2998.86,3043.85
2001-10-16,2978.11,3002.0,2971.57,2992.46
2001-10-15,2951.69,2983.33,2940.08,2976.3
2001-10-12,2960.5,2989.63,2947.34,2959.39
2001-10-11,2899.8,2956.86,2899.8,2943.69
2001-10-10,2836.74,2904.59,2836.74,2896.6
2001-10-09,2772.21,2802.34,2772.21,2794.42
2001-10-08,2767.93,2784.09,2718.41,2765.37
2001-10-05,2789.1,2826.16,2765.21,2812.9
2001-10-04,2763.17,2798.69,2763.17,2788.97
2001-10-03,2802.24,2808.45,2742.85,2754.95
2001-10-01,2817.74,2822.77,2773.03,2795.3
2001-09-28,2727.34,2830.35,2727.34,2811.6
2001-09-27,2674.29,2726.97,2669.05,2715.5
2001-09-26,2621.89,2682.59,2615.04,2667.34
2001-09-25,2668.37,2727.32,2613.53,2617.35
2001-09-24,2627.25,2688.95,2627.25,2651.78
2001-09-21,2753.96,2753.96,2594.87,2600.12
2001-09-20,2781.46,2781.46,2674.82,2761.66
2001-09-19,2785.37,2817.48,2785.37,2804.16
2001-09-18,2680.04,2814.07,2680.04,2782.47
2001-09-17,2758.16,2758.16,2640.58,2680.98
2001-09-14,2986.86,2986.86,2770.24,2830.12
2001-09-13,3038.88,3068.49,2982.16,2987.5
2001-09-12,3030.29,3046.22,2954.35,3032.71
2001-09-11,3189.09,3198.81,3141.57,3150.4
2001-09-10,3224.9,3224.9,3180.85,3183.63
2001-09-07,3196.41,3203.54,3166.97,3198.4
2001-09-06,3219.84,3233.49,3187.66,3202.55
2001-09-05,3232.38,3245.99,3218.04,3228.6
2001-09-04,3227.86,3246.76,3209.84,3231.6
2001-09-03,3245.71,3267.93,3222.53,3227.12
2001-08-31,3282.39,3282.39,3241.12,3244.95
2001-08-30,3296.78,3305.98,3281.17,3286.87
2001-08-29,3282.3,3327.67,3282.3,3300.62
2001-08-28,3318.65,3333.17,3308.35,3313.07
2001-08-27,3318.44,3337.94,3310.29,3318.32
2001-08-24,3302.22,3308.9,3287.58,3305.51
2001-08-23,3307.29,3316.33,3292.66,3308.79
2001-08-21,3286.13,3310.53,3286.13,3297.43
2001-08-20,3287.69,3290.24,3271.54,3278.92
2001-08-17,3341.95,3359.07,3293.83,3296.71
2001-08-16,3326.24,3357.07,3321.74,3337.91
2001-08-14,3290.58,3336.47,3290.58,3331.89
2001-08-13,3321.19,3332.28,3283.44,3287.62
2001-08-10,3312.5,3335.71,3308.76,3316.21
2001-08-09,3290.86,3324.96,3279.62,3319.61
2001-08-08,3317.51,3321.18,3294.19,3302.32
2001-08-07,3322.81,3345.98,3317.44,3319.67
2001-08-06,3323.36,3356.34,3322.44,3329.95
2001-08-03,3300.02,3337.79,3300.02,3325.38
2001-08-02,3293.83,3310.86,3278.54,3298.78
2001-08-01,3335.0,3346.21,3276.72,3284.17
2001-07-31,3288.86,3335.67,3255.98,3329.28
2001-07-30,3255.92,3289.46,3249.46,3285.89
2001-07-27,3260.04,3278.85,3241.66,3251.53
2001-07-26,3298.64,3318.6,3254.28,3259.03
2001-07-25,3307.16,3338.22,3296.43,3301.97
2001-07-24,3326.84,3340.91,3306.17,3335.08
2001-07-23,3340.89,3340.89,3310.95,3330.98
2001-07-20,3375.82,3389.49,3331.42,3340.75
2001-07-19,3372.92,3380.27,3352.12,3370.93
2001-07-18,3434.94,3446.18,3377.58,3383.41
2001-07-17,3414.06,3440.29,3397.65,3431.93
2001-07-16,3453.63,3478.11,3427.82,3434.83
2001-07-13,3470.94,3513.79,3438.03,3453.99
2001-07-12,3390.34,3459.37,3384.74,3452.75
2001-07-11,3328.37,3388.75,3316.85,3376.21
2001-07-10,3300.98,3340.88,3296.41,3328.27
2001-07-09,3290.85,3299.57,3260.68,3290.81
2001-07-06,3299.96,3310.1,3286.74,3305.78
2001-07-05,3321.14,3364.8,3306.74,3317.63
2001-07-04,3295.85,3337.52,3286.77,3311.88
2001-07-03,3452.11,3452.11,3300.15,3312.29
2001-07-02,3480.06,3487.0,3418.28,3426.03
2001-06-29,3406.79,3474.71,3394.91,3456.78
2001-06-28,3411.68,3427.37,3391.72,3404.86
2001-06-27,3407.68,3434.13,3378.53,3411.64
2001-06-26,3313.13,3417.94,3287.94,3407.32
2001-06-25,3378.17,3378.17,3306.83,3318.67
2001-06-22,3402.14,3409.76,3361.79,3381.76
2001-06-21,3408.28,3427.75,3385.87,3405.64
2001-06-20,3410.1,3420.33,3369.31,3406.05
2001-06-19,3357.11,3418.99,3339.84,3410.95
2001-06-18,3368.68,3368.68,3295.34,3353.11
2001-06-15,3434.33,3434.33,3360.11,3372.94
2001-06-14,3491.36,3501.5,3446.96,3453.77
2001-06-13,3499.32,3519.13,3492.95,3501.61
2001-06-12,3504.24,3517.36,3484.08,3498.39
2001-06-11,3507.34,3525.04,3482.8,3509.32
2001-06-08,3466.66,3502.78,3452.94,3495.84
2001-06-07,3455.86,3459.51,3395.52,3457.24
2001-06-06,3473.32,3507.24,3448.44,3457.31
2001-06-05,3495.99,3510.68,3434.88,3460.04
2001-06-04,3565.88,3590.56,3490.83,3498.38
2001-06-01,3637.03,3651.32,3555.74,3557.64
2001-05-31,3623.62,3638.46,3592.22,3631.91
2001-05-30,3745.57,3759.96,3653.31,3662.04
2001-05-29,3732.03,3751.7,3725.83,3742.07
2001-05-28,3663.06,3728.05,3663.06,3720.15
2001-05-25,3686.16,3700.66,3647.35,3659.81
2001-05-24,3670.91,3709.18,3670.91,3683.2
2001-05-23,3640.8,3683.52,3640.8,3674.54
2001-05-22,3643.29,3663.16,3630.03,3640.6
2001-05-21,3656.09,3681.19,3630.6,3640.1
2001-05-18,3674.42,3700.88,3648.36,3655.03
2001-05-17,3607.46,3675.45,3607.46,3669.76
2001-05-16,3585.79,3630.26,3585.79,3592.06
2001-05-15,3480.42,3579.35,3420.14,3576.96
2001-05-14,3552.55,3577.28,3536.57,3568.93
2001-05-11,3564.65,3577.79,3545.19,3559.77
2001-05-10,3586.58,3588.95,3550.05,3568.27
2001-05-09,3580.37,3629.65,3569.14,3586.58
2001-05-08,3544.86,3587.07,3544.86,3580.37
2001-05-07,3562.97,3573.19,3539.46,3544.81
2001-05-04,3471.95,3521.92,3465.5,3514.59
2001-05-03,3528.7,3551.8,3479.81,3494.48
2001-05-02,3565.53,3586.64,3530.25,3538.42
2001-04-30,3459.51,3522.7,3440.71,3519.16
2001-04-27,3389.22,3458.77,3357.83,3422.76
2001-04-26,3649.36,3651.79,3547.46,3557.19
2001-04-25,3586.94,3639.11,3569.71,3600.83
2001-04-24,3547.23,3593.84,3526.36,3589.99
2001-04-23,3583.42,3637.36,3561.96,3587.01
2001-04-20,3620.9,3620.9,3523.74,3583.04
2001-04-19,3552.17,3621.03,3471.03,3574.08
2001-04-18,3311.2,3442.65,3311.2,3438.75
2001-04-17,3231.94,3331.78,3220.65,3312.29
2001-04-16,3172.15,3258.44,3096.51,3251.62
2001-04-12,3254.52,3264.57,3120.13,3183.77
2001-04-11,3476.41,3481.15,3298.12,3325.46
2001-04-10,3542.44,3542.44,3422.11,3458.39
2001-04-09,3570.53,3579.24,3502.44,3544.08
2001-04-06,3663.74,3676.82,3558.13,3576.0
2001-04-04,3558.48,3577.25,3511.12,3565.65
2001-04-03,3543.82,3619.62,3543.82,3605.01
2001-04-02,3491.41,3578.95,3436.33,3566.26
2001-03-30,3714.11,3723.73,3589.93,3604.38
2001-03-29,3739.63,3799.68,3721.45,3751.56
2001-03-28,3736.54,3792.76,3736.54,3788.21
2001-03-27,3634.48,3712.27,3631.29,3694.82
2001-03-26,3640.47,3654.04,3600.39,3636.32
2001-03-23,3735.51,3743.83,3561.01,3635.28
2001-03-22,3785.96,3818.03,3708.8,3713.97
2001-03-21,3633.22,3801.78,3618.14,3791.07
2001-03-20,3736.09,3740.07,3644.51,3672.4
2001-03-19,3728.51,3774.69,3680.26,3722.49
2001-03-16,3752.36,3867.47,3696.52,3745.74
2001-03-15,3666.2,3823.78,3661.84,3819.86
2001-03-14,3508.13,3757.12,3493.94,3725.03
2001-03-13,3605.53,3777.48,3436.75,3540.65
2001-03-12,3862.63,3930.68,3748.39,3767.89
2001-03-09,3986.82,3986.82,3821.59,3881.96
2001-03-08,4089.83,4108.03,4016.71,4056.94
2001-03-07,4062.41,4114.11,3913.67,4046.89
2001-03-05,4073.73,4127.12,3947.71,3998.12
2001-03-02,4323.18,4341.67,4077.42,4095.16
2001-03-01,4288.23,4386.98,4215.27,4271.65
2001-02-28,4070.37,4264.02,4056.4,4247.04
2001-02-27,4140.63,4156.03,4020.68,4069.68
2001-02-26,4168.71,4174.85,4074.12,4112.69
2001-02-23,4261.81,4277.36,4118.09,4122.16
2001-02-22,4252.27,4286.63,4190.96,4262.55
2001-02-21,4338.31,4362.5,4285.19,4302.23
2001-02-20,4360.16,4382.36,4342.61,4359.22
2001-02-19,4363.79,4378.06,4302.1,4350.65
2001-02-16,4458.73,4462.11,4315.95,4330.32
2001-02-15,4372.6,4459.19,4371.95,4437.99
2001-02-14,4350.33,4375.51,4320.89,4363.11
2001-02-13,4437.32,4440.76,4354.1,4363.05
2001-02-12,4429.91,4446.08,4389.02,4406.3
2001-02-09,4395.44,4436.48,4387.99,4397.33
2001-02-08,4293.87,4387.85,4290.88,4381.19
2001-02-07,4376.92,4379.22,4303.28,4312.93
2001-02-06,4392.24,4404.67,4369.93,4375.29
2001-02-05,4337.52,4397.19,4337.52,4370.47
2001-02-02,4280.96,4373.4,4280.96,4352.26
2001-02-01,4303.13,4335.39,4230.17,4286.11
2001-01-31,4367.58,4409.33,4322.68,4326.72
2001-01-30,4269.41,4373.22,4256.76,4372.04
2001-01-29,4158.86,4262.76,4158.86,4234.57
2001-01-25,4327.84,4341.33,4273.7,4330.22
2001-01-24,4320.51,4339.41,4295.71,4326.42
2001-01-23,4277.83,4321.75,4272.87,4296.69
2001-01-22,4247.45,4278.55,4223.56,4267.11
2001-01-19,4149.25,4201.94,4137.31,4194.46
2001-01-18,4106.15,4122.66,4085.81,4113.21
2001-01-17,4101.18,4125.1,4072.09,4083.41
2001-01-16,4052.18,4097.07,4023.9,4070.73
2001-01-15,4074.32,4080.14,4018.24,4046.76
2001-01-12,4059.41,4082.77,4018.28,4036.58
2001-01-11,4066.13,4077.54,4006.54,4027.13
2001-01-10,4151.58,4155.86,4035.44,4047.64
2001-01-09,4114.74,4166.84,4101.01,4125.31
2001-01-08,4164.76,4206.72,4101.53,4120.43
2001-01-05,4116.34,4195.01,4115.35,4183.73
2001-01-04,4180.97,4180.97,4109.55,4115.37
2001-01-03,3977.58,4067.66,3977.58,4060.02
2001-01-02,3953.22,4028.57,3929.37,4018.88
2001-01-01,3990.65,4021.83,3937.33,3955.08
2000-12-29,3933.95,3978.25,3904.32,3972.12
2000-12-28,3918.17,3940.45,3895.21,3932.78
2000-12-27,3830.37,3902.85,3803.69,3877.55
2000-12-26,3927.51,3939.08,3810.99,3826.82
2000-12-22,4057.72,4080.3,3895.37,3905.9
2000-12-21,4013.1,4064.71,3968.34,4034.23
2000-12-20,4106.34,4121.82,4057.95,4086.41
2000-12-19,4188.02,4200.34,4143.56,4152.94
2000-12-18,4121.86,4186.77,4108.68,4169.39
2000-12-15,4241.46,4264.83,4130.6,4137.16
2000-12-14,4297.44,4332.65,4256.34,4270.45
2000-12-13,4235.56,4298.63,4235.56,4284.98
2000-12-12,4254.16,4255.69,4210.15,4219.48
2000-12-11,4198.72,4233.26,4178.51,4228.29
2000-12-08,4134.1,4167.32,4134.1,4156.08
2000-12-07,4099.49,4136.74,4095.99,4124.91
2000-12-06,4155.22,4156.66,4097.55,4108.43
2000-12-05,4061.9,4082.44,4048.85,4071.98
2000-12-04,4078.56,4088.28,4034.62,4036.49
2000-12-01,3968.89,4054.86,3966.55,4031.96
2000-11-30,4003.41,4019.52,3972.85,3997.99
2000-11-29,3997.33,4046.19,3957.19,3996.18
2000-11-28,3962.21,4038.64,3962.2,4023.92
2000-11-27,3930.96,3972.48,3902.1,3969.2
2000-11-24,3860.52,3889.56,3856.58,3868.34
2000-11-23,3837.11,3871.34,3826.42,3852.4
2000-11-22,3938.46,3947.98,3861.01,3862.39
2000-11-21,3889.18,3928.58,3882.65,3924.7
2000-11-20,3928.62,3942.55,3908.28,3926.52
2000-11-17,3869.17,3917.59,3848.86,3905.84
2000-11-16,3946.83,3971.32,3884.88,3901.9
2000-11-15,3994.88,4016.09,3931.84,3946.53
2000-11-14,3816.13,3952.39,3816.13,3943.54
2000-11-13,3842.63,3863.35,3797.5,3820.08
2000-11-10,4011.06,4032.94,3930.35,3941.13
2000-11-09,3981.31,4046.01,3980.2,4022.5
2000-11-08,3958.69,4045.05,3958.69,4028.71
2000-11-07,3917.1,3959.93,3910.81,3954.83
2000-11-06,3971.98,4005.19,3919.34,3931.54
2000-11-03,3907.23,3960.14,3894.59,3935.7
2000-11-02,3799.66,3882.54,3795.45,3875.79
2000-11-01,3749.35,3807.7,3734.98,3788.53
2000-10-31,3672.48,3713.91,3646.73,3711.02
2000-10-30,3744.1,3751.28,3680.18,3689.43
2000-10-27,3770.66,3773.54,3704.54,3729.12
2000-10-26,3743.61,3761.46,3739.54,3757.16
2000-10-25,3664.12,3748.96,3662.23,3743.61
2000-10-24,3603.66,3656.31,3584.38,3651.99
2000-10-23,3709.54,3716.6,3608.36,3619.53
2000-10-20,3799.78,3801.86,3691.89,3692.75
2000-10-19,3576.44,3702.83,3491.55,3702.83
2000-10-18,3625.32,3640.73,3545.01,3593.63
2000-10-17,3702.4,3718.74,3613.74,3664.79
2000-10-16,3908.73,3930.1,3726.58,3728.67
2000-10-13,3749.77,3793.08,3714.46,3738.93
2000-10-12,3793.61,3879.47,3777.49,3847.58
2000-10-11,3892.78,3895.81,3803.72,3836.51
2000-10-10,4079.61,4079.61,3931.21,3945.28
2000-10-09,4106.15,4135.16,4055.42,4056.07
2000-10-06,4085.02,4131.25,4042.95,4092.42
2000-10-05,4177.09,4197.39,4115.62,4116.25
2000-10-04,4101.63,4173.65,4101.63,4160.41
2000-10-03,4035.64,4139.53,4028.51,4135.55
2000-09-29,4122.28,4122.28,4056.72,4090.38
2000-09-28,4155.71,4184.61,4043.67,4067.38
2000-09-27,4025.68,4172.65,4004.73,4164.1
2000-09-26,4159.87,4160.13,4056.03,4089.58
2000-09-25,4144.81,4210.0,4105.75,4173.48
2000-09-22,4188.47,4208.66,4028.49,4032.37
2000-09-21,4304.25,4331.38,4257.04,4257.2
2000-09-20,4325.78,4339.37,4211.87,4325.25
2000-09-19,4295.63,4390.21,4171.89,4264.34
2000-09-18,4511.42,4513.09,4362.47,4366.41
2000-09-15,4666.47,4685.66,4539.35,4562.38
2000-09-14,4721.98,4741.42,4640.87,4671.92
2000-09-13,4776.52,4790.63,4690.5,4702.52
2000-09-12,4705.82,4766.36,4681.03,4763.63
2000-09-11,4715.3,4748.81,4694.4,4696.6
2000-09-08,4649.97,4677.67,4640.25,4668.27
2000-09-07,4579.68,4660.68,4578.37,4628.93
2000-09-06,4577.5,4640.1,4571.92,4606.35
2000-09-05,4623.83,4623.83,4574.89,4598.65
2000-09-04,4571.89,4620.32,4557.11,4602.43
2000-08-31,4409.84,4485.2,4404.62,4477.31
2000-08-30,4416.14,4436.57,4387.39,4411.85
2000-08-29,4382.56,4412.84,4370.5,4401.82
2000-08-28,4443.71,4452.76,4393.61,4395.81
2000-08-25,4482.2,4485.63,4414.72,4416.86
2000-08-24,4445.56,4471.86,4417.14,4459.07
2000-08-23,4447.7,4500.3,4426.62,4444.79
2000-08-22,4481.22,4483.87,4438.72,4461.23
2000-08-21,4383.81,4426.48,4377.92,4409.57
2000-08-18,4297.9,4364.39,4290.12,4347.04
2000-08-17,4346.03,4365.43,4267.91,4294.18
2000-08-16,4263.76,4337.06,4263.76,4325.67
2000-08-14,4204.33,4233.49,4142.81,4232.51
2000-08-11,4236.55,4250.63,4176.47,4192.0
2000-08-10,4312.24,4360.91,4244.19,4253.23
2000-08-09,4347.59,4374.68,4296.57,4317.04
2000-08-08,4217.68,4327.0,4200.99,4317.22
2000-08-07,4203.77,4232.8,4159.35,4201.25
2000-08-04,4241.23,4266.21,4155.45,4186.16
2000-08-03,4232.21,4279.51,4204.41,4207.63
2000-08-02,4224.01,4264.17,4193.58,4260.88
2000-08-01,4295.35,4302.86,4239.82,4253.69
2000-07-31,4232.54,4301.71,4225.57,4279.86
2000-07-28,4275.34,4348.88,4244.73,4276.7
2000-07-27,4149.84,4287.86,4113.42,4281.13
2000-07-26,4361.88,4374.38,4191.27,4191.27
2000-07-25,4097.22,4369.14,4052.61,4336.2
2000-07-24,4347.52,4353.44,4188.34,4188.34
2000-07-21,4601.08,4606.21,4460.42,4463.66
2000-07-20,4592.28,4634.46,4538.95,4575.67
2000-07-19,4672.19,4721.85,4604.54,4616.01
2000-07-18,4741.15,4777.5,4704.4,4734.8
2000-07-17,4874.41,4883.3,4747.32,4747.32
2000-07-14,4891.43,4951.95,4847.51,4856.82
2000-07-13,4994.92,5058.9,4878.45,4880.8
2000-07-12,4883.65,4967.14,4862.49,4964.28
